"","Item_Identifier","Outlet_Identifier","Sale_preds_reg"
"1524","DRH01","OUT035",2848.40187046093
"1525","FDH12","OUT027",3168.04769237169
"1526","FDA28","OUT019",124.015027823875
"1527","FDW37","OUT018",1191.1689773851
"1528","FDF02","OUT046",1685.67883417109
"1529","DRL37","OUT046",707.4360057531
"1530","NCF43","OUT046",2228.15418615758
"1531","FDH08","OUT010",1918.80668920926
"1532","FDR34","OUT019",1785.50816085051
"1533","NCK19","OUT049",3163.28207223595
"1534","NCD55","OUT018",417.371011340109
"1535","FDT27","OUT049",3836.53733360855
"1536","FDQ57","OUT045",2449.76533456307
"1537","FDA47","OUT035",2759.58230076951
"1538","DRG15","OUT027",2443.17624416174
"1539","FDE05","OUT018",2075.21736550258
"1540","FDN46","OUT046",1636.54508903744
"1541","FDX27","OUT027",2937.0039753973
"1542","FDT51","OUT045",1939.03238888158
"1543","FDU33","OUT013",800.210099846307
"1544","FDJ16","OUT027",2388.79031224301
"1545","FDD20","OUT019",115.145007780922
"1546","FDT36","OUT049",662.944876448861
"1547","DRF15","OUT027",3845.92145280599
"1548","FDN52","OUT010",-333.630994108812
"1549","FDC22","OUT027",4495.58636159425
"1550","FDX15","OUT045",2628.27553036124
"1551","FDT13","OUT013",3039.79138363322
"1552","FDU04","OUT017",2212.23710889985
"1553","FDU31","OUT019",1618.09907591603
"1554","FDW59","OUT027",2861.19070523958
"1555","NCO29","OUT046",2628.82441775143
"1556","FDL15","OUT035",2574.91799279726
"1557","FDI41","OUT049",2434.19820791842
"1558","FDQ48","OUT049",1756.79808565662
"1559","DRI39","OUT013",902.574543333918
"1560","FDI08","OUT013",4065.52692594105
"1561","FDC21","OUT049",1948.48392263113
"1562","FDF58","OUT035",1177.6540297718
"1563","FDS08","OUT010",1118.73377414247
"1564","FDE47","OUT045",2107.41047042257
"1565","NCP18","OUT019",508.069309597749
"1566","NCR41","OUT013",1602.36768666153
"1567","FDA27","OUT013",4056.21038550704
"1568","FDA43","OUT035",3253.18014396259
"1569","FDA49","OUT045",1529.32696551159
"1570","NCE55","OUT018",2536.08601468443
"1571","DRM49","OUT027",2211.29906358124
"1572","FDF22","OUT027",4832.14961137425
"1573","FDQ15","OUT018",1049.14226886427
"1574","NCS54","OUT017",3033.62744916445
"1575","NCY05","OUT013",647.378630889428
"1576","FDR45","OUT046",3788.56335351712
"1577","FDK57","OUT049",2028.08862942595
"1578","FDF41","OUT010",2114.11415628779
"1579","FDV21","OUT046",2023.61705266023
"1580","FDD51","OUT046",705.607428800926
"1581","FDF33","OUT046",1963.91959702406
"1582","FDA38","OUT046",3745.44155247326
"1583","FDR56","OUT045",3270.10866589789
"1584","NCN41","OUT017",2218.55696959518
"1585","FDC60","OUT027",2905.30653829024
"1586","FDB47","OUT045",3384.78594912078
"1587","DRH01","OUT013",2779.34994960353
"1588","FDW08","OUT046",1696.1415570565
"1589","FDF38","OUT027",2197.37997135104
"1590","FDY32","OUT017",2882.14842470458
"1591","FDG34","OUT049",1902.85054248859
"1592","FDG47","OUT019",2244.03778096678
"1593","NCF18","OUT035",3106.95424715996
"1594","FDL39","OUT019",981.230270380358
"1595","NCH55","OUT035",2129.34015389957
"1596","DRJ35","OUT049",1122.61467429784
"1597","FDS44","OUT035",3967.42379124548
"1598","DRE01","OUT018",3474.3373309037
"1599","FDY39","OUT013",3011.07579670731
"1600","FDY32","OUT018",2312.31751814123
"1601","FDR33","OUT027",3237.28359306234
"1602","NCP50","OUT049",1406.92940247684
"1603","FDZ47","OUT018",1352.04772734539
"1604","FDU57","OUT049",2553.79344171977
"1605","FDY44","OUT013",3201.08438829085
"1606","DRH59","OUT018",932.867295123367
"1607","FDB03","OUT027",5221.27818567382
"1608","FDY46","OUT045",3059.13790445979
"1609","FDM39","OUT045",2884.057934226
"1610","FDY36","OUT035",1383.73275973485
"1611","NCM55","OUT035",3046.29660991789
"1612","FDJ50","OUT010",-819.853206944041
"1613","DRL60","OUT013",2422.59273414457
"1614","NCJ54","OUT049",3734.11159440773
"1615","FDX59","OUT017",870.72433099692
"1616","FDI07","OUT013",3250.41083044654
"1617","DRF51","OUT010",-1167.13374149985
"1618","FDM14","OUT017",2082.26399933921
"1619","FDP21","OUT045",3133.33408672678
"1620","FDE40","OUT035",1173.9392212734
"1621","FDE05","OUT035",2516.03783372538
"1622","FDM13","OUT027",3582.01632836491
"1623","FDC34","OUT027",3947.82605189696
"1624","NCI55","OUT018",1666.75169394502
"1625","NCE43","OUT018",2357.87671172002
"1626","FDW58","OUT018",1449.82016668038
"1627","FDG60","OUT045",3808.99616691936
"1628","FDV31","OUT017",3096.77342226159
"1629","FDR47","OUT013",3107.85173736329
"1630","FDM60","OUT019",-1159.21459211275
"1631","NCF06","OUT018",3781.87440451969
"1632","NCN26","OUT027",3309.47996748491
"1633","FDQ59","OUT049",1542.72188942165
"1634","FDF09","OUT046",677.163833792999
"1635","NCS06","OUT017",4437.96823145622
"1636","FDT44","OUT046",1910.38404193335
"1637","FDI19","OUT017",4136.68263644503
"1638","FDT22","OUT017",1241.96609479661
"1639","NCF54","OUT027",4131.7472206637
"1640","DRG25","OUT045",3039.94325421217
"1641","FDB59","OUT017",3405.98870889608
"1642","FDQ37","OUT017",3358.55825259314
"1643","FDP56","OUT035",986.169801262033
"1644","FDW44","OUT035",2961.57588193912
"1645","FDJ26","OUT010",1716.95897885763
"1646","FDU43","OUT018",3550.11924400862
"1647","FDW33","OUT045",1772.46798991248
"1648","NCX53","OUT027",3740.26034072232
"1649","FDN56","OUT010",643.643601482603
"1650","DRF15","OUT049",2492.02850525521
"1651","FDO33","OUT017",2095.44371249421
"1652","FDZ39","OUT010",-10.1482292964295
"1653","NCJ19","OUT017",1154.43909886883
"1654","FDU01","OUT035",3162.29979492424
"1655","FDT12","OUT035",3742.27676820067
"1656","NCM18","OUT018",701.412507577873
"1657","FDP19","OUT017",2336.54316955694
"1658","NCR42","OUT049",641.340375905812
"1659","FDN10","OUT046",1899.65378324654
"1660","FDG44","OUT017",1207.41687901817
"1661","FDQ10","OUT046",2726.69351690862
"1662","DRH13","OUT049",1784.52109968499
"1663","FDT52","OUT013",3926.23397317309
"1664","FDM56","OUT045",1909.97951381697
"1665","NCO43","OUT010",-118.802114638459
"1666","NCV29","OUT035",2970.26104158957
"1667","NCF06","OUT013",4116.26000740846
"1668","FDO50","OUT035",1643.45724851194
"1669","FDT59","OUT013",3684.14674572673
"1670","FDX40","OUT027",2040.21933088893
"1671","FDE50","OUT017",3315.70067479771
"1672","FDX51","OUT017",3457.28815326788
"1673","NCD30","OUT018",1284.13546154719
"1674","FDK15","OUT013",1642.82000878861
"1675","FDL12","OUT045",1137.99688490812
"1676","FDK46","OUT017",4366.50851306089
"1677","DRH49","OUT010",-445.396099626317
"1678","FDQ57","OUT046",2347.21453730939
"1679","FDY59","OUT017",1800.8418844368
"1680","FDO09","OUT018",3868.5035804267
"1681","NCG30","OUT035",2111.46206959887
"1682","FDM09","OUT017",2986.94641484528
"1683","NCN17","OUT027",3071.62631343456
"1684","NCS42","OUT013",1449.8924561132
"1685","FDD02","OUT019",9.24216608030792
"1686","FDE34","OUT013",2904.78135773839
"1687","FDU38","OUT045",3111.83366005173
"1688","FDB33","OUT046",2552.8511642632
"1689","NCJ29","OUT017",1684.62796542891
"1690","FDZ27","OUT035",926.537754645052
"1691","FDI40","OUT013",1640.41888665992
"1692","FDG22","OUT013",716.022531799282
"1693","FDT51","OUT017",2118.2319500437
"1694","FDF20","OUT018",2911.22785945096
"1695","FDV50","OUT035",2043.34253168989
"1696","FDT02","OUT049",690.074341670651
"1697","DRC49","OUT017",2558.17219299419
"1698","FDF26","OUT049",2599.94800246479
"1699","FDV52","OUT035",2081.16591797873
"1700","FDX59","OUT049",714.34259383961
"1701","FDV25","OUT035",3692.17981939436
"1702","FDW23","OUT027",2102.68458670644
"1703","FDE53","OUT018",1442.66284613003
"1704","FDA19","OUT017",2394.19648122361
"1705","FDH22","OUT046",1990.64378160218
"1706","NCO41","OUT013",1615.30871012755
"1707","FDX12","OUT017",4143.53409023471
"1708","FDF17","OUT013",3136.62875124204
"1709","FDS11","OUT045",3674.25533877599
"1710","FDR51","OUT035",2549.48087646599
"1711","FDT49","OUT010",-52.443060186148
"1712","FDC56","OUT013",1975.64200271605
"1713","FDR13","OUT027",3400.24578880917
"1714","FDQ60","OUT035",2110.15343547544
"1715","FDN38","OUT049",4091.75321619961
"1716","NCL29","OUT013",2521.77101191377
"1717","FDO13","OUT027",4068.07669637934
"1718","FDE26","OUT018",2040.01419644953
"1719","FDA31","OUT010",1009.48730635216
"1720","FDX14","OUT035",1329.58059614667
"1721","FDA34","OUT045",2909.58839450184
"1722","FDF26","OUT013",2550.46048395003
"1723","FDE38","OUT045",2786.68898658968
"1724","DRI11","OUT046",1837.35776620193
"1725","FDQ60","OUT027",3382.44564411652
"1726","FDL21","OUT027",2170.38952089074
"1727","DRC12","OUT027",4475.30482018359
"1728","FDC47","OUT046",3577.56341216278
"1729","FDE57","OUT045",2378.77251396362
"1730","FDT14","OUT045",2017.41134556054
"1731","NCZ53","OUT046",3012.79784178784
"1732","FDE28","OUT018",3361.12681019228
"1733","FDR19","OUT035",2491.3583016844
"1734","NCF54","OUT019",829.05597946048
"1735","FDZ08","OUT046",1382.47243609633
"1736","NCJ05","OUT018",2174.11964695313
"1737","FDF59","OUT046",2059.26072359348
"1738","NCO05","OUT035",1762.56782997418
"1739","FDW24","OUT018",563.021830176722
"1740","NCX42","OUT018",2349.02081317768
"1741","NCA53","OUT035",958.775296722926
"1742","FDI45","OUT019",954.311909595885
"1743","FDG46","OUT046",1861.74499907521
"1744","FDM20","OUT010",2141.87617444203
"1745","FDW11","OUT010",-717.694397055833
"1746","FDX08","OUT035",3033.99618601367
"1747","NCK17","OUT035",832.813809051854
"1748","FDK32","OUT018",2217.77115296807
"1749","NCA42","OUT035",2658.21101202765
"1750","DRI01","OUT035",2842.55233919746
"1751","NCL55","OUT049",4107.38065256218
"1752","DRE25","OUT018",1218.37339228674
"1753","FDD14","OUT017",3179.18664436985
"1754","FDB10","OUT046",3714.01674832024
"1755","DRN11","OUT035",2431.17701903712
"1756","FDP38","OUT018",610.069440905701
"1757","NCA30","OUT017",3208.17184555788
"1758","FDT15","OUT017",3258.95466685759
"1759","NCP55","OUT018",663.089741093766
"1760","FDF12","OUT035",2509.96560281322
"1761","FDM21","OUT018",3754.70181309303
"1762","FDX56","OUT035",3475.28960999332
"1763","FDF10","OUT017",2601.25852914844
"1764","FDT32","OUT045",3181.76957026963
"1765","FDM51","OUT018",1413.12736775345
"1766","NCR50","OUT018",2157.88465187311
"1767","FDI19","OUT049",3930.49954053677
"1768","FDX21","OUT017",1998.55425126328
"1769","FDR31","OUT035",2545.85398442988
"1770","FDY02","OUT013",4152.35718693689
"1771","NCA29","OUT045",2796.38770363739
"1772","NCX17","OUT046",3635.00052090782
"1773","FDM12","OUT045",3162.62989839582
"1774","FDI53","OUT027",3998.42392824672
"1775","NCU30","OUT049",2694.40785326962
"1776","FDC56","OUT027",3403.36346278679
"1777","FDK27","OUT018",1713.45382699892
"1778","NCK18","OUT017",2904.07730588844
"1779","FDB52","OUT019",2140.62653362053
"1780","DRG25","OUT027",4423.52171409264
"1781","FDZ13","OUT049",1009.34962833159
"1782","FDB57","OUT019",1733.88017144208
"1783","FDR40","OUT046",1379.62071509993
"1784","NCO14","OUT019",-1169.61472483276
"1785","NCN19","OUT045",3122.49661484719
"1786","FDQ28","OUT019",587.714689563259
"1787","FDO13","OUT018",2357.26808250385
"1788","FDK48","OUT013",1313.71803881833
"1789","FDU07","OUT018",2187.39223197386
"1790","FDW20","OUT046",2024.2722152062
"1791","FDV12","OUT010",-108.103754727047
"1792","FDH24","OUT013",2561.01150371937
"1793","FDV59","OUT049",3527.08443416224
"1794","FDK57","OUT045",2014.6498218837
"1795","FDL16","OUT027",2155.85522819348
"1796","NCQ17","OUT046",2452.53188699337
"1797","FDJ15","OUT018",2679.61473428959
"1798","FDX24","OUT049",1633.74946442446
"1799","FDT47","OUT046",1630.1914900312
"1800","FDT10","OUT049",1135.28367987873
"1801","FDZ37","OUT018",1232.58696830533
"1802","FDW43","OUT027",5166.22635042915
"1803","DRN36","OUT017",1796.40289871953
"1804","FDJ14","OUT045",1489.56079710376
"1805","FDA32","OUT013",3512.80101180638
"1806","FDJ38","OUT019",1196.09178730198
"1807","FDQ57","OUT017",2629.76741231673
"1808","NCQ41","OUT019",1191.76990068894
"1809","FDG56","OUT049",1161.12555145924
"1810","DRC13","OUT027",3462.63521415886
"1811","FDV55","OUT035",2481.74785484262
"1812","FDQ49","OUT045",2676.19825734942
"1813","FDE29","OUT010",-814.048566473402
"1814","FDR03","OUT013",3353.86123645473
"1815","FDD45","OUT049",1654.11750247526
"1816","FDN38","OUT010",2256.41767610439
"1817","FDT56","OUT046",1020.50579809842
"1818","FDT48","OUT045",3281.96609337003
"1819","FDU03","OUT049",3002.32390106937
"1820","FDC56","OUT010",164.983185637271
"1821","NCO43","OUT027",3036.08009130423
"1822","FDQ27","OUT017",1970.28961167291
"1823","FDR03","OUT046",3323.62145497823
"1824","DRH23","OUT010",-902.036728385262
"1825","FDG22","OUT045",790.988694576371
"1826","NCJ42","OUT013",1677.7578616465
"1827","FDR24","OUT046",1511.24943472429
"1828","FDW60","OUT035",3004.52099914505
"1829","FDJ08","OUT013",3064.20224968137
"1830","DRL59","OUT018",605.017684403233
"1831","FDG60","OUT010",1931.27868298308
"1832","FDW27","OUT017",2827.60388117006
"1833","FDX14","OUT018",936.950583824334
"1834","FDC20","OUT013",1004.58431494349
"1835","NCS29","OUT018",3874.71713953019
"1836","FDJ56","OUT046",1617.60791733393
"1837","FDB20","OUT019",-608.273780575232
"1838","FDL28","OUT027",5083.1904913055
"1839","FDW01","OUT018",2167.85247987633
"1840","FDL03","OUT046",3185.69198499064
"1841","FDX22","OUT049",3460.83968716123
"1842","FDJ21","OUT035",2492.00013948973
"1843","FDR31","OUT045",2539.30126661589
"1844","FDG21","OUT035",2760.29397295847
"1845","FDS22","OUT027",2216.79088368245
"1846","FDK08","OUT035",1807.60976539812
"1847","FDE17","OUT018",2159.17127804165
"1848","NCN30","OUT017",1799.10318301712
"1849","FDT50","OUT046",1565.40437261209
"1850","NCX42","OUT049",2684.65639543771
"1851","FDJ12","OUT035",3490.85085758436
"1852","NCA18","OUT027",3298.13149851747
"1853","FDP23","OUT019",1558.97192996442
"1854","FDX12","OUT013",3908.2375834871
"1855","FDN40","OUT018",2128.33618286989
"1856","FDV48","OUT035",1464.17813108595
"1857","NCY54","OUT013",2693.47323892568
"1858","FDL16","OUT010",-1054.39043150144
"1859","FDR45","OUT018",3517.53308389185
"1860","FDJ52","OUT046",2554.56745673277
"1861","DRG01","OUT017",1511.74513509496
"1862","FDP52","OUT013",3699.60905057277
"1863","FDU58","OUT017",3285.50082116851
"1864","FDL02","OUT045",1856.66845930598
"1865","FDG28","OUT013",3911.86732343081
"1866","FDA19","OUT035",2241.83493316349
"1867","FDW46","OUT027",2572.92031242972
"1868","NCD43","OUT049",1739.43408576031
"1869","DRG39","OUT013",860.124141054862
"1870","NCF55","OUT049",686.585425104875
"1871","FDJ07","OUT046",1912.1302331438
"1872","FDE08","OUT046",2426.00185577188
"1873","FDP56","OUT019",-1032.21698744655
"1874","FDT45","OUT045",978.478927520984
"1875","FDF17","OUT018",2799.09683978569
"1876","FDX44","OUT046",1461.96212207409
"1877","FDM28","OUT027",4284.46873578228
"1878","FDI36","OUT049",3281.99246739125
"1879","FDS07","OUT045",1972.52045265203
"1880","FDD36","OUT045",2004.53252086262
"1881","FDW11","OUT046",1009.90141045531
"1882","FDN40","OUT049",2529.39921450611
"1883","NCQ18","OUT049",1616.56920836179
"1884","NCQ54","OUT017",2900.21134223522
"1885","NCS42","OUT045",1545.06622203689
"1886","DRH39","OUT010",-568.504347562502
"1887","FDC09","OUT027",3207.6567388338
"1888","FDT08","OUT010",694.902347665124
"1889","FDC08","OUT035",3799.05231159468
"1890","FDT20","OUT017",952.925016547755
"1891","FDS35","OUT035",1191.23704576569
"1892","FDX58","OUT018",2613.3766077301
"1893","FDW58","OUT046",1712.24149613694
"1894","DRD27","OUT046",1579.37736304311
"1895","FDH32","OUT019",-301.473424988083
"1896","FDS26","OUT035",4238.40253269758
"1897","FDQ31","OUT046",1492.15713715996
"1898","FDP11","OUT018",3200.80157834825
"1899","FDD58","OUT017",1875.02095552407
"1900","FDM33","OUT045",3538.51546527966
"1901","FDZ16","OUT049",3188.02908063747
"1902","NCS29","OUT010",2418.58883559777
"1903","NCM18","OUT019",-959.84039073226
"1904","FDP11","OUT049",3573.83748516501
"1905","NCC42","OUT017",2528.57338816555
"1906","DRM23","OUT046",2722.84583031015
"1907","NCN55","OUT027",5211.9643122484
"1908","FDK46","OUT013",4101.50242053093
"1909","FDR01","OUT046",3229.18537282896
"1910","NCA05","OUT045",2495.60477128008
"1911","NCP43","OUT017",3091.57027372389
"1912","FDR12","OUT010",1023.90656756025
"1913","FDQ01","OUT013",4116.80011678333
"1914","FDM13","OUT046",2111.87288536683
"1915","FDQ19","OUT017",4207.86351320977
"1916","FDK56","OUT019",1046.16496003743
"1917","NCX06","OUT010",1137.22525635672
"1918","FDO56","OUT027",3437.71138814193
"1919","FDU45","OUT045",1953.76489426519
"1920","FDI16","OUT019",-1010.56740719209
"1921","FDL32","OUT046",1873.43539397489
"1922","FDA07","OUT046",2068.22858756862
"1923","FDA14","OUT045",2406.7674497717
"1924","FDV46","OUT027",3689.2162487844
"1925","NCO07","OUT035",3511.55599464198
"1926","NCP41","OUT046",1708.2060587596
"1927","FDY60","OUT018",2047.46492770012
"1928","FDN38","OUT017",4305.66814824631
"1929","FDO15","OUT046",1282.90110476477
"1930","FDT60","OUT013",1990.27379260103
"1931","FDA55","OUT035",3769.08286694907
"1932","FDE02","OUT010",-216.055160611612
"1933","DRJ39","OUT049",3559.5308516548
"1934","FDV34","OUT035",1413.79238692051
"1935","FDS20","OUT027",4408.89130564435
"1936","FDF02","OUT027",3121.89121240113
"1937","FDW40","OUT017",2569.34703550058
"1938","NCB43","OUT046",2913.27004572022
"1939","FDR58","OUT017",1746.71856321
"1940","DRJ59","OUT035",838.644107736918
"1941","NCD30","OUT017",1843.12174326735
"1942","FDE14","OUT017",1936.93466801083
"1943","FDC28","OUT018",1440.15702922713
"1944","FDU16","OUT018",1108.75309683017
"1945","NCD19","OUT035",1051.15143508924
"1946","FDU21","OUT046",646.880366372116
"1947","FDV59","OUT027",4898.72335515836
"1948","FDU03","OUT045",3054.32351854787
"1949","FDC33","OUT010",1510.65955314743
"1950","NCR42","OUT035",715.381685304239
"1951","DRH59","OUT035",1375.27797967723
"1952","NCM31","OUT035",2421.31523903421
"1953","FDS50","OUT035",3621.00400837316
"1954","FDP39","OUT046",871.908697160377
"1955","FDQ55","OUT013",1996.67910699038
"1956","FDV36","OUT019",114.915521652146
"1957","FDI05","OUT027",2700.80712086848
"1958","FDS45","OUT027",3220.54319873093
"1959","FDA39","OUT045",779.457606543169
"1960","FDC37","OUT010",10.8588984221149
"1961","FDJ60","OUT027",4142.32621124597
"1962","DRQ35","OUT046",1976.90762082492
"1963","NCJ06","OUT046",1891.93804372985
"1964","NCY42","OUT018",2011.49238015655
"1965","DRM37","OUT049",3202.33295485632
"1966","FDR14","OUT045",893.280332694922
"1967","FDE51","OUT049",839.254282184503
"1968","FDT33","OUT017",2972.50536280419
"1969","FDR08","OUT013",1878.1918603218
"1970","FDE36","OUT010",907.34794699366
"1971","FDL22","OUT019",-436.322374132543
"1972","FDR44","OUT013",2203.52597337302
"1973","FDI56","OUT019",-437.23136042953
"1974","FDE47","OUT010",316.864281231783
"1975","FDV27","OUT010",-238.79573887469
"1976","FDV10","OUT049",840.452295363018
"1977","FDC40","OUT045",1381.15828871115
"1978","NCX41","OUT013",3370.80709268544
"1979","NCQ38","OUT027",3135.4762785968
"1980","FDV12","OUT027",3117.52697179599
"1981","FDE52","OUT017",1721.06140077751
"1982","FDG20","OUT027",4316.1349408499
"1983","FDV16","OUT027",2049.96076299393
"1984","FDI32","OUT017",2107.77740684572
"1985","FDJ32","OUT049",1167.65527453831
"1986","FDN39","OUT018",2463.46004247851
"1987","FDY34","OUT017",2988.6373500733
"1988","FDC14","OUT035",920.07550968625
"1989","FDA55","OUT017",3907.43421260543
"1990","FDZ50","OUT010",1138.30231277314
"1991","DRG13","OUT049",2705.58513566929
"1992","FDP01","OUT013",2520.93604893376
"1993","NCG54","OUT017",2978.24179243995
"1994","FDM13","OUT045",2225.29604733265
"1995","NCO18","OUT027",4262.0298595652
"1996","NCW41","OUT013",2525.92676082129
"1997","FDM52","OUT027",3796.05844945632
"1998","NCF55","OUT035",723.266101911109
"1999","FDT09","OUT046",2152.33979796731
"2000","NCM19","OUT035",1908.7267257045
"2001","FDW12","OUT018",2134.97670982634
"2002","FDP15","OUT019",2132.93050308627
"2003","FDK36","OUT045",931.742771602691
"2004","FDZ25","OUT035",2955.16306090107
"2005","NCW06","OUT049",3129.3230430203
"2006","FDW60","OUT046",2898.54515022864
"2007","DRC49","OUT013",2322.76390723731
"2008","NCT17","OUT035",3150.2005496598
"2009","NCN06","OUT018",2291.54704599431
"2010","FDC45","OUT013",2753.60470106096
"2011","DRJ47","OUT019",833.315359854138
"2012","NCF06","OUT045",4161.6746538692
"2013","FDE21","OUT010",184.999436802057
"2014","DRG27","OUT013",669.45620550861
"2015","FDW40","OUT049",2364.78655700859
"2016","NCO53","OUT046",2890.81322370114
"2017","FDE23","OUT049",920.317166843522
"2018","FDQ16","OUT046",1725.92901630955
"2019","FDS26","OUT045",4150.89387024564
"2020","FDZ13","OUT010",-914.905124379879
"2021","FDS14","OUT049",2554.63140313646
"2022","FDC10","OUT045",2044.17082767933
"2023","FDY16","OUT049",3069.4256145026
"2024","FDJ20","OUT035",2218.48573392629
"2025","FDV43","OUT035",889.515727609023
"2026","FDZ32","OUT027",3239.27555468976
"2027","FDR23","OUT046",2778.86664881853
"2028","FDN24","OUT035",1007.99314534094
"2029","FDE34","OUT027",4331.67174661666
"2030","FDU31","OUT013",3572.20812650255
"2031","FDW33","OUT018",1431.52630119971
"2032","FDU26","OUT046",1893.35195157295
"2033","FDE20","OUT027",4241.86736985634
"2034","NCW05","OUT035",1811.43136487549
"2035","FDB22","OUT018",2154.80499298733
"2036","FDO56","OUT046",1948.57895572964
"2037","FDA19","OUT027",3559.84964789251
"2038","DRI39","OUT045",979.048277069665
"2039","FDH52","OUT018",741.930959296292
"2040","FDZ50","OUT035",3046.60364468652
"2041","NCN42","OUT035",2468.86469347254
"2042","FDB53","OUT013",2350.08944539245
"2043","DRG11","OUT017",2029.73041044621
"2044","DRK11","OUT027",3840.93058695005
"2045","FDQ60","OUT017",2271.75583509546
"2046","FDT36","OUT017",848.821831074141
"2047","DRG25","OUT018",2653.91844797424
"2048","DRJ23","OUT046",3026.92696606119
"2049","FDG05","OUT035",2675.71845514879
"2050","NCK06","OUT018",1648.88426300083
"2051","FDU52","OUT017",2714.64755527973
"2052","FDW07","OUT018",1199.56475397513
"2053","NCM17","OUT045",846.574382024392
"2054","FDA22","OUT045",2804.81217033512
"2055","NCA41","OUT018",2800.96850042555
"2056","FDF38","OUT035",931.724407600526
"2057","FDH52","OUT046",1050.33153932271
"2058","FDY58","OUT019",1680.25746894578
"2059","FDZ16","OUT045",3188.58561825474
"2060","NCM18","OUT017",1249.47742763625
"2061","FDA22","OUT018",2396.95794642177
"2062","NCJ43","OUT035",2921.52390423062
"2063","FDI34","OUT027",5124.16384368186
"2064","FDG56","OUT046",1080.95957204883
"2065","FDS34","OUT046",1884.95097281821
"2066","DRC01","OUT035",1019.56331131624
"2067","FDQ04","OUT035",784.074441028697
"2068","FDK04","OUT035",1082.67148427272
"2069","FDT51","OUT049",1929.11636030245
"2070","FDV26","OUT017",3386.2327066553
"2071","FDS04","OUT049",2347.78774016449
"2072","FDW43","OUT018",3416.68582901726
"2073","FDQ28","OUT010",726.82891960884
"2074","NCK06","OUT017",2201.65408772125
"2075","FDS23","OUT018",1791.206248823
"2076","FDZ36","OUT019",1122.39167703296
"2077","FDE56","OUT018",792.840527876868
"2078","FDW10","OUT027",4239.62045780486
"2079","NCN14","OUT045",3015.74599795773
"2080","NCQ18","OUT045",1628.02356953941
"2081","FDW08","OUT017",2042.01609156305
"2082","FDU43","OUT035",3956.73408161389
"2083","FDR33","OUT010",6.33741699649249
"2084","FDM24","OUT010",697.01465767668
"2085","NCZ05","OUT046",1653.37984943099
"2086","NCV41","OUT035",1956.1125778491
"2087","FDV11","OUT018",2533.62222728048
"2088","NCY05","OUT035",769.353846854756
"2089","FDV44","OUT018",2801.1695245115
"2090","FDW32","OUT049",1531.86216219286
"2091","NCU18","OUT027",3696.62775275044
"2092","NCC43","OUT035",4099.2666990086
"2093","FDW19","OUT013",1898.86826712039
"2094","FDN31","OUT035",3212.60200537686
"2095","FDI48","OUT045",994.393978289029
"2096","FDS24","OUT017",1775.29790318832
"2097","FDF46","OUT049",1959.95381676806
"2098","DRG23","OUT017",2693.80782639043
"2099","FDG14","OUT018",2206.01177857554
"2100","NCY30","OUT049",2916.58800534327
"2101","FDO28","OUT018",1677.33151765311
"2102","DRD24","OUT035",2401.41486229742
"2103","FDI33","OUT049",1553.23465147769
"2104","FDN32","OUT046",2990.00876836228
"2105","FDR16","OUT045",3482.89235983225
"2106","FDF26","OUT046",2527.55180794572
"2107","NCN29","OUT018",546.508780192777
"2108","FDE20","OUT045",2878.1219082256
"2109","FDA46","OUT046",3026.84649652226
"2110","FDU28","OUT045",3092.04908115783
"2111","FDQ48","OUT045",1760.83018030687
"2112","FDV36","OUT013",2099.7029537002
"2113","FDR14","OUT018",527.390623937651
"2114","FDP23","OUT017",3723.32301324197
"2115","FDP56","OUT013",921.776715610625
"2116","FDK48","OUT010",-488.014612639033
"2117","FDR48","OUT046",2412.06624028769
"2118","NCY29","OUT049",1032.44253737949
"2119","FDM22","OUT018",650.069735585233
"2120","DRJ01","OUT013",2581.39461462201
"2121","FDZ43","OUT045",4040.19437289238
"2122","FDV03","OUT035",2605.20392727356
"2123","FDX11","OUT027",4367.67227737736
"2124","NCA41","OUT027",4523.95047852174
"2125","FDE38","OUT017",2968.96377062863
"2126","FDI27","OUT018",498.454824007104
"2127","FDN32","OUT013",2984.89578609962
"2128","NCN43","OUT017",2219.37336645108
"2129","FDB47","OUT027",4722.48615211174
"2130","FDV03","OUT017",2751.33489633015
"2131","NCN30","OUT045",1661.93098292767
"2132","NCV54","OUT010",163.768933634074
"2133","FDV07","OUT013",1841.71415214051
"2134","FDP07","OUT049",3260.03122605758
"2135","FDK48","OUT018",933.557784076537
"2136","FDM15","OUT019",557.764708883293
"2137","FDY19","OUT027",3376.46187884709
"2138","FDK46","OUT046",4094.15570394191
"2139","FDY11","OUT045",1246.97290367892
"2140","FDH09","OUT046",1056.73465961168
"2141","FDO08","OUT027",4162.95141579643
"2142","FDU14","OUT013",3952.62999164138
"2143","FDD22","OUT027",3246.17518856336
"2144","FDM27","OUT017",2796.77385031761
"2145","FDL02","OUT027",3220.30348856437
"2146","NCA17","OUT035",2503.15000642271
"2147","FDE38","OUT019",757.326268269843
"2148","NCG07","OUT049",3056.49160715489
"2149","DRC27","OUT013",3896.1980663155
"2150","FDA27","OUT035",4184.41561419995
"2151","FDW40","OUT045",2376.24525371728
"2152","DRI11","OUT013",1896.05866529487
"2153","FDN50","OUT046",1612.18390122012
"2154","FDR12","OUT046",2777.51525565666
"2155","FDT34","OUT027",3093.34328703803
"2156","FDW11","OUT035",1167.23762407849
"2157","NCO30","OUT027",4342.44350775894
